from_stop_id,to_stop_id,transfer_type,min_transfer_time,min_walk_time,min_wheelchair_time,suggested_buffer_time,wheelchair_transfer,from_trip_id,to_trip_id
38671,MM-0109-S,1,,,,,,OCBRN655157-1007-MDLBrainSouthDynamicB1,OCBRN655157-1007-MDLBrainSouthDynamic2
38671,MM-0109-S,1,,,,,,OCBRN655159-1009-MDLBrainSouthDynamicB1,OCBRN655159-1009-MDLBrainSouthDynamic2
38671,MM-0109-S,1,,,,,,OCBRN655161-1011-MDLBrainSouthDynamicB1,OCBRN655161-1011-MDLBrainSouthDynamic2
38671,MM-0109-S,1,,,,,,OCBRN655171-1013-MDLBrainSouthDynamicB1,OCBRN655171-1013-MDLBrainSouthDynamic2
38671,MM-0109-S,1,,,,,,OCBRN655175-1015-MDLBrainSouthDynamicB1,OCBRN655175-1015-MDLBrainSouthDynamic2
38671,MM-0109-S,1,,,,,,OCBRN655183-1005-MDLBrainSouthDynamicB1,OCBRN655183-1005-MDLBrainSouthDynamic2
38671,MM-0109-S,1,,,,,,OCBRN655184-1003-MDLBrainSouthDynamicB1,OCBRN655184-1003-MDLBrainSouthDynamic2
38671,MM-0109-S,1,,,,,,OCBRN655185-1017-MDLBrainSouthDynamicB1,OCBRN655185-1017-MDLBrainSouthDynamic2
38671,MM-0109-S,1,,,,,,OCBRN655199-1019-MDLBrainSouthDynamicB1,OCBRN655199-1019-MDLBrainSouthDynamic2
38671,MM-0109-S,1,,,,,,OCBRN655203-1021-MDLBrainSouthDynamicB1,OCBRN655203-1021-MDLBrainSouthDynamic2
38671,MM-0109-S,1,,,,,,OCBRN655210-2003-MDLBrainSouthDynamicB1,OCBRN655210-2003-MDLBrainSouthDynamic2
38671,MM-0109-S,1,,,,,,OCBRN655212-2005-MDLBrainSouthDynamicB1,OCBRN655212-2005-MDLBrainSouthDynamic2
38671,MM-0109-S,1,,,,,,OCBRN655214-2007-MDLBrainSouthDynamicB1,OCBRN655214-2007-MDLBrainSouthDynamic2
38671,MM-0109-S,1,,,,,,OCBRN655216-2009-MDLBrainSouthDynamicB1,OCBRN655216-2009-MDLBrainSouthDynamic2
38671,MM-0109-S,1,,,,,,OCBRN655218-2011-MDLBrainSouthDynamicB1,OCBRN655218-2011-MDLBrainSouthDynamic2
38671,MM-0109-S,1,,,,,,OCBRN655220-2013-MDLBrainSouthDynamicB1,OCBRN655220-2013-MDLBrainSouthDynamic2
38671,MM-0109-S,1,,,,,,OCBRN655222-2015-MDLBrainSouthDynamicB1,OCBRN655222-2015-MDLBrainSouthDynamic2
38671,MM-0109-S,1,,,,,,OCBRN655224-2017-MDLBrainSouthDynamicB1,OCBRN655224-2017-MDLBrainSouthDynamic2
38671,MM-0109-S,1,,,,,,OCBRN655226-2019-MDLBrainSouthDynamicB1,OCBRN655226-2019-MDLBrainSouthDynamic2
38671,MM-0109-S,1,,,,,,OCBRN655228-2021-MDLBrainSouthDynamicB1,OCBRN655228-2021-MDLBrainSouthDynamic2
38671,MM-0109-S,1,,,,,,OCBRN655153-1071-GRBBrainSouthDynamic-1B1,OCBRN655153-1071-GRBBrainSouthDynamic-12
38671,MM-0109-S,1,,,,,,OCBRN655165-1077-GRBBrainSouthDynamic-1B1,OCBRN655165-1077-GRBBrainSouthDynamic-12
38671,MM-0109-S,1,,,,,,OCBRN655166-1075-GRBBrainSouthDynamic-1B1,OCBRN655166-1075-GRBBrainSouthDynamic-12
38671,MM-0109-S,1,,,,,,OCBRN655167-1073-GRBBrainSouthDynamic-1B1,OCBRN655167-1073-GRBBrainSouthDynamic-12
38671,MM-0109-S,1,,,,,,OCBRN655179-1081-GRBBrainSouthDynamic-1B1,OCBRN655179-1081-GRBBrainSouthDynamic-12
38671,MM-0109-S,1,,,,,,OCBRN655192-1079-GRBBrainSouthDynamic-1B1,OCBRN655192-1079-GRBBrainSouthDynamic-12
38671,MM-0109-S,1,,,,,,OCBRN655194-1083-GRBBrainSouthDynamic-1B1,OCBRN655194-1083-GRBBrainSouthDynamic-12
38671,MM-0109-S,1,,,,,,OCBRN655208-1085-GRBBrainSouthDynamic-1B1,OCBRN655208-1085-GRBBrainSouthDynamic-12
38671,MM-0109-S,1,,,,,,OCBRN655247-2071-GRBBrainSouthDynamic-1B1,OCBRN655247-2071-GRBBrainSouthDynamic-12
38671,MM-0109-S,1,,,,,,OCBRN655249-2073-GRBBrainSouthDynamic-1B1,OCBRN655249-2073-GRBBrainSouthDynamic-12
38671,MM-0109-S,1,,,,,,OCBRN655251-2075-GRBBrainSouthDynamic-1B1,OCBRN655251-2075-GRBBrainSouthDynamic-12
38671,MM-0109-S,1,,,,,,OCBRN655253-2077-GRBBrainSouthDynamic-1B1,OCBRN655253-2077-GRBBrainSouthDynamic-12
38671,MM-0109-S,1,,,,,,OCBRN655255-2079-GRBBrainSouthDynamic-1B1,OCBRN655255-2079-GRBBrainSouthDynamic-12
38671,MM-0109-S,1,,,,,,OCBRN655257-2081-GRBBrainSouthDynamic-1B1,OCBRN655257-2081-GRBBrainSouthDynamic-12
38671,MM-0109-S,1,,,,,,OCBRN655259-2083-GRBBrainSouthDynamic-1B1,OCBRN655259-2083-GRBBrainSouthDynamic-12
38671,MM-0109-S,1,,,,,,OCBRN655261-2085-GRBBrainSouthDynamic-1B1,OCBRN655261-2085-GRBBrainSouthDynamic-12
38671,MM-0109-S,1,,,,,,OCBRN655148-1043-KNGBrainSouthDynamicB1,OCBRN655148-1043-KNGBrainSouthDynamic2
38671,MM-0109-S,1,,,,,,OCBRN655156-1045-KNGBrainSouthDynamicB1,OCBRN655156-1045-KNGBrainSouthDynamic2
38671,MM-0109-S,1,,,,,,OCBRN655174-1049-KNGBrainSouthDynamicB1,OCBRN655174-1049-KNGBrainSouthDynamic2
38671,MM-0109-S,1,,,,,,OCBRN655180-1051-KNGBrainSouthDynamicB1,OCBRN655180-1051-KNGBrainSouthDynamic2
38671,MM-0109-S,1,,,,,,OCBRN655188-1047-KNGBrainSouthDynamicB1,OCBRN655188-1047-KNGBrainSouthDynamic2
38671,MM-0109-S,1,,,,,,OCBRN655197-1053-KNGBrainSouthDynamicB1,OCBRN655197-1053-KNGBrainSouthDynamic2
38671,MM-0109-S,1,,,,,,OCBRN655202-1055-KNGBrainSouthDynamicB1,OCBRN655202-1055-KNGBrainSouthDynamic2
38671,MM-0109-S,1,,,,,,OCBRN655207-1057-KNGBrainSouthDynamicB1,OCBRN655207-1057-KNGBrainSouthDynamic2
38671,MM-0109-S,1,,,,,,OCBRN655231-2043-KNGBrainSouthDynamicB1,OCBRN655231-2043-KNGBrainSouthDynamic2
38671,MM-0109-S,1,,,,,,OCBRN655233-2045-KNGBrainSouthDynamicB1,OCBRN655233-2045-KNGBrainSouthDynamic2
38671,MM-0109-S,1,,,,,,OCBRN655235-2047-KNGBrainSouthDynamicB1,OCBRN655235-2047-KNGBrainSouthDynamic2
38671,MM-0109-S,1,,,,,,OCBRN655237-2049-KNGBrainSouthDynamicB1,OCBRN655237-2049-KNGBrainSouthDynamic2
38671,MM-0109-S,1,,,,,,OCBRN655239-2051-KNGBrainSouthDynamicB1,OCBRN655239-2051-KNGBrainSouthDynamic2
38671,MM-0109-S,1,,,,,,OCBRN655241-2053-KNGBrainSouthDynamicB1,OCBRN655241-2053-KNGBrainSouthDynamic2
38671,MM-0109-S,1,,,,,,OCBRN655243-2055-KNGBrainSouthDynamicB1,OCBRN655243-2055-KNGBrainSouthDynamic2
38671,MM-0109-S,1,,,,,,OCBRN655245-2057-KNGBrainSouthDynamicB1,OCBRN655245-2057-KNGBrainSouthDynamic2
70020,70021,1,,,,,,60965377,60965396
70020,70021,1,,,,,,60965377,60970982
70020,70021,1,,,,,,60965377,61512521
70020,70021,1,,,,,,60965377,61187732
70020,70021,1,,,,,,60965377,61187925
70020,70021,1,,,,,,60965377,61339054
70020,70021,1,,,,,,60970897,60965396
70020,70021,1,,,,,,60970897,60970982
70020,70021,1,,,,,,60970897,61512521
70020,70021,1,,,,,,60970897,61187732
70020,70021,1,,,,,,60970897,61187925
70020,70021,1,,,,,,60970897,61339054
70020,70021,1,,,,,,61512386,60965396
70020,70021,1,,,,,,61512386,60970982
70020,70021,1,,,,,,61512386,61512521
70020,70021,1,,,,,,61512386,61187732
70020,70021,1,,,,,,61512386,61187925
70020,70021,1,,,,,,61512386,61339054
70020,70021,1,,,,,,61187731,60965396
70020,70021,1,,,,,,61187731,60970982
70020,70021,1,,,,,,61187731,61512521
70020,70021,1,,,,,,61187731,61187732
70020,70021,1,,,,,,61187731,61187925
70020,70021,1,,,,,,61187731,61339054
70020,70021,1,,,,,,61187843,60965396
70020,70021,1,,,,,,61187843,60970982
70020,70021,1,,,,,,61187843,61512521
70020,70021,1,,,,,,61187843,61187732
70020,70021,1,,,,,,61187843,61187925
70020,70021,1,,,,,,61187843,61339054
70020,70021,1,,,,,,61338972,60965396
70020,70021,1,,,,,,61338972,60970982
70020,70021,1,,,,,,61338972,61512521
70020,70021,1,,,,,,61338972,61187732
70020,70021,1,,,,,,61338972,61187925
70020,70021,1,,,,,,61338972,61339054
70020,70077,1,,,,,,60965377,61319116
70020,70077,1,,,,,,60965377,61187358
70020,70077,1,,,,,,60965377,61170746
70020,70077,1,,,,,,60965377,61338647
70020,70077,1,,,,,,60970897,61319116
70020,70077,1,,,,,,60970897,61187358
70020,70077,1,,,,,,60970897,61170746
70020,70077,1,,,,,,60970897,61338647
70020,70077,1,,,,,,61512386,61319116
70020,70077,1,,,,,,61512386,61187358
70020,70077,1,,,,,,61512386,61170746
70020,70077,1,,,,,,61512386,61338647
70020,70077,1,,,,,,61187731,61319116
70020,70077,1,,,,,,61187731,61187358
70020,70077,1,,,,,,61187731,61170746
70020,70077,1,,,,,,61187731,61338647
70020,70077,1,,,,,,61187843,61319116
70020,70077,1,,,,,,61187843,61187358
70020,70077,1,,,,,,61187843,61170746
70020,70077,1,,,,,,61187843,61338647
70020,70077,1,,,,,,61338972,61319116
70020,70077,1,,,,,,61338972,61187358
70020,70077,1,,,,,,61338972,61170746
70020,70077,1,,,,,,61338972,61338647
70020,70078,1,,,,,,60965377,61319159
70020,70078,1,,,,,,60965377,61187351
70020,70078,1,,,,,,60965377,61170799
70020,70078,1,,,,,,60965377,61338700
70020,70078,1,,,,,,60970897,61319159
70020,70078,1,,,,,,60970897,61187351
70020,70078,1,,,,,,60970897,61170799
70020,70078,1,,,,,,60970897,61338700
70020,70078,1,,,,,,61512386,61319159
70020,70078,1,,,,,,61512386,61187351
70020,70078,1,,,,,,61512386,61170799
70020,70078,1,,,,,,61512386,61338700
70020,70078,1,,,,,,61187731,61319159
70020,70078,1,,,,,,61187731,61187351
70020,70078,1,,,,,,61187731,61170799
70020,70078,1,,,,,,61187731,61338700
70020,70078,1,,,,,,61187843,61319159
70020,70078,1,,,,,,61187843,61187351
70020,70078,1,,,,,,61187843,61170799
70020,70078,1,,,,,,61187843,61338700
70020,70078,1,,,,,,61338972,61319159
70020,70078,1,,,,,,61338972,61187351
70020,70078,1,,,,,,61338972,61170799
70020,70078,1,,,,,,61338972,61338700
70021,70020,1,,,,,,60965396,60965377
70021,70020,1,,,,,,60965396,60970897
70021,70020,1,,,,,,60965396,61512386
70021,70020,1,,,,,,60965396,61187731
70021,70020,1,,,,,,60965396,61187843
70021,70020,1,,,,,,60965396,61338972
70021,70020,1,,,,,,60970982,60965377
70021,70020,1,,,,,,60970982,60970897
70021,70020,1,,,,,,60970982,61512386
70021,70020,1,,,,,,60970982,61187731
70021,70020,1,,,,,,60970982,61187843
70021,70020,1,,,,,,60970982,61338972
70021,70020,1,,,,,,61512521,60965377
70021,70020,1,,,,,,61512521,60970897
70021,70020,1,,,,,,61512521,61512386
70021,70020,1,,,,,,61512521,61187731
70021,70020,1,,,,,,61512521,61187843
70021,70020,1,,,,,,61512521,61338972
70021,70020,1,,,,,,61187732,60965377
70021,70020,1,,,,,,61187732,60970897
70021,70020,1,,,,,,61187732,61512386
70021,70020,1,,,,,,61187732,61187731
70021,70020,1,,,,,,61187732,61187843
70021,70020,1,,,,,,61187732,61338972
70021,70020,1,,,,,,61187925,60965377
70021,70020,1,,,,,,61187925,60970897
70021,70020,1,,,,,,61187925,61512386
70021,70020,1,,,,,,61187925,61187731
70021,70020,1,,,,,,61187925,61187843
70021,70020,1,,,,,,61187925,61338972
70021,70020,1,,,,,,61339054,60965377
70021,70020,1,,,,,,61339054,60970897
70021,70020,1,,,,,,61339054,61512386
70021,70020,1,,,,,,61339054,61187731
70021,70020,1,,,,,,61339054,61187843
70021,70020,1,,,,,,61339054,61338972
70021,70077,1,,,,,,60965396,61319116
70021,70077,1,,,,,,60965396,61187358
70021,70077,1,,,,,,60965396,61170746
70021,70077,1,,,,,,60965396,61338647
70021,70077,1,,,,,,60970982,61319116
70021,70077,1,,,,,,60970982,61187358
70021,70077,1,,,,,,60970982,61170746
70021,70077,1,,,,,,60970982,61338647
70021,70077,1,,,,,,61512521,61319116
70021,70077,1,,,,,,61512521,61187358
70021,70077,1,,,,,,61512521,61170746
70021,70077,1,,,,,,61512521,61338647
70021,70077,1,,,,,,61187732,61319116
70021,70077,1,,,,,,61187732,61187358
70021,70077,1,,,,,,61187732,61170746
70021,70077,1,,,,,,61187732,61338647
70021,70077,1,,,,,,61187925,61319116
70021,70077,1,,,,,,61187925,61187358
70021,70077,1,,,,,,61187925,61170746
70021,70077,1,,,,,,61187925,61338647
70021,70077,1,,,,,,61339054,61319116
70021,70077,1,,,,,,61339054,61187358
70021,70077,1,,,,,,61339054,61170746
70021,70077,1,,,,,,61339054,61338647
70022,70041,1,,,,,,60965377,62248993
70022,70041,1,,,,,,60965377,62157547
70022,70041,1,,,,,,60965377,62157786
70022,70041,1,,,,,,60965377,62158015
70022,70041,1,,,,,,60970897,62248993
70022,70041,1,,,,,,60970897,62157547
70022,70041,1,,,,,,60970897,62157786
70022,70041,1,,,,,,60970897,62158015
70022,70041,1,,,,,,61512386,62248993
70022,70041,1,,,,,,61512386,62157547
70022,70041,1,,,,,,61512386,62157786
70022,70041,1,,,,,,61512386,62158015
70022,70041,1,,,,,,61187731,62248993
70022,70041,1,,,,,,61187731,62157547
70022,70041,1,,,,,,61187731,62157786
70022,70041,1,,,,,,61187731,62158015
70022,70041,1,,,,,,61187843,62248993
70022,70041,1,,,,,,61187843,62157547
70022,70041,1,,,,,,61187843,62157786
70022,70041,1,,,,,,61187843,62158015
70022,70041,1,,,,,,61338972,62248993
70022,70041,1,,,,,,61338972,62157547
70022,70041,1,,,,,,61338972,62157786
70022,70041,1,,,,,,61338972,62158015
70023,70042,1,,,,,,60965396,62248641
70023,70042,1,,,,,,60965396,62157568
70023,70042,1,,,,,,60965396,62157783
70023,70042,1,,,,,,60965396,62158012
70023,70042,1,,,,,,60970982,62248641
70023,70042,1,,,,,,60970982,62157568
70023,70042,1,,,,,,60970982,62157783
70023,70042,1,,,,,,60970982,62158012
70023,70042,1,,,,,,61512521,62248641
70023,70042,1,,,,,,61512521,62157568
70023,70042,1,,,,,,61512521,62157783
70023,70042,1,,,,,,61512521,62158012
70023,70042,1,,,,,,61187732,62248641
70023,70042,1,,,,,,61187732,62157568
70023,70042,1,,,,,,61187732,62157783
70023,70042,1,,,,,,61187732,62158012
70023,70042,1,,,,,,61187925,62248641
70023,70042,1,,,,,,61187925,62157568
70023,70042,1,,,,,,61187925,62157783
70023,70042,1,,,,,,61187925,62158012
70023,70042,1,,,,,,61339054,62248641
70023,70042,1,,,,,,61339054,62157568
70023,70042,1,,,,,,61339054,62157783
70023,70042,1,,,,,,61339054,62158012
70039,70202,1,,,,,,62248993,61804969
70039,70202,1,,,,,,62248993,61718107
70039,70202,1,,,,,,62248993,62089201
70039,70202,1,,,,,,62248993,61800273
70039,70202,1,,,,,,62157547,61804969
70039,70202,1,,,,,,62157547,61718107
70039,70202,1,,,,,,62157547,62089201
70039,70202,1,,,,,,62157547,61800273
70039,70202,1,,,,,,62157786,61804969
70039,70202,1,,,,,,62157786,61718107
70039,70202,1,,,,,,62157786,62089201
70039,70202,1,,,,,,62157786,61800273
70039,70202,1,,,,,,62158015,61804969
70039,70202,1,,,,,,62158015,61718107
70039,70202,1,,,,,,62158015,62089201
70039,70202,1,,,,,,62158015,61800273
70041,70022,1,,,,,,62248993,60965377
70041,70022,1,,,,,,62248993,60970897
70041,70022,1,,,,,,62248993,61512386
70041,70022,1,,,,,,62248993,61187731
70041,70022,1,,,,,,62248993,61187843
70041,70022,1,,,,,,62248993,61338972
70041,70022,1,,,,,,62157547,60965377
70041,70022,1,,,,,,62157547,60970897
70041,70022,1,,,,,,62157547,61512386
70041,70022,1,,,,,,62157547,61187731
70041,70022,1,,,,,,62157547,61187843
70041,70022,1,,,,,,62157547,61338972
70041,70022,1,,,,,,62157786,60965377
70041,70022,1,,,,,,62157786,60970897
70041,70022,1,,,,,,62157786,61512386
70041,70022,1,,,,,,62157786,61187731
70041,70022,1,,,,,,62157786,61187843
70041,70022,1,,,,,,62157786,61338972
70041,70022,1,,,,,,62158015,60965377
70041,70022,1,,,,,,62158015,60970897
70041,70022,1,,,,,,62158015,61512386
70041,70022,1,,,,,,62158015,61187731
70041,70022,1,,,,,,62158015,61187843
70041,70022,1,,,,,,62158015,61338972
70042,70023,1,,,,,,62248641,60965396
70042,70023,1,,,,,,62248641,60970982
70042,70023,1,,,,,,62248641,61512521
70042,70023,1,,,,,,62248641,61187732
70042,70023,1,,,,,,62248641,61187925
70042,70023,1,,,,,,62248641,61339054
70042,70023,1,,,,,,62157568,60965396
70042,70023,1,,,,,,62157568,60970982
70042,70023,1,,,,,,62157568,61512521
70042,70023,1,,,,,,62157568,61187732
70042,70023,1,,,,,,62157568,61187925
70042,70023,1,,,,,,62157568,61339054
70042,70023,1,,,,,,62157783,60965396
70042,70023,1,,,,,,62157783,60970982
70042,70023,1,,,,,,62157783,61512521
70042,70023,1,,,,,,62157783,61187732
70042,70023,1,,,,,,62157783,61187925
70042,70023,1,,,,,,62157783,61339054
70042,70023,1,,,,,,62158012,60965396
70042,70023,1,,,,,,62158012,60970982
70042,70023,1,,,,,,62158012,61512521
70042,70023,1,,,,,,62158012,61187732
70042,70023,1,,,,,,62158012,61187925
70042,70023,1,,,,,,62158012,61339054
70075,70076,1,,,,,,61319116,61319159
70075,70076,1,,,,,,61319116,61187351
70075,70076,1,,,,,,61319116,61170799
70075,70076,1,,,,,,61319116,61338700
70075,70076,1,,,,,,61319116,62706527
70075,70076,1,,,,,,61319116,62709707
70075,70076,1,,,,,,61319116,62709702
70075,70076,1,,,,,,61319116,62709705
70075,70076,1,,,,,,61187358,61319159
70075,70076,1,,,,,,61187358,61187351
70075,70076,1,,,,,,61187358,61170799
70075,70076,1,,,,,,61187358,61338700
70075,70076,1,,,,,,61187358,62706527
70075,70076,1,,,,,,61187358,62709707
70075,70076,1,,,,,,61187358,62709702
70075,70076,1,,,,,,61187358,62709705
70075,70076,1,,,,,,61170746,61319159
70075,70076,1,,,,,,61170746,61187351
70075,70076,1,,,,,,61170746,61170799
70075,70076,1,,,,,,61170746,61338700
70075,70076,1,,,,,,61170746,62706527
70075,70076,1,,,,,,61170746,62709707
70075,70076,1,,,,,,61170746,62709702
70075,70076,1,,,,,,61170746,62709705
70075,70076,1,,,,,,61338647,61319159
70075,70076,1,,,,,,61338647,61187351
70075,70076,1,,,,,,61338647,61170799
70075,70076,1,,,,,,61338647,61338700
70075,70076,1,,,,,,61338647,62706527
70075,70076,1,,,,,,61338647,62709707
70075,70076,1,,,,,,61338647,62709702
70075,70076,1,,,,,,61338647,62709705
70075,70076,1,,,,,,62706423,61319159
70075,70076,1,,,,,,62706423,61187351
70075,70076,1,,,,,,62706423,61170799
70075,70076,1,,,,,,62706423,61338700
70075,70076,1,,,,,,62706423,62706527
70075,70076,1,,,,,,62706423,62709707
70075,70076,1,,,,,,62706423,62709702
70075,70076,1,,,,,,62706423,62709705
70075,70196,1,,,,,,61319116,61805240
70075,70196,1,,,,,,61319116,61717726
70075,70196,1,,,,,,61319116,62088601
70075,70196,1,,,,,,61319116,61799673
70075,70196,1,,,,,,61187358,61805240
70075,70196,1,,,,,,61187358,61717726
70075,70196,1,,,,,,61187358,62088601
70075,70196,1,,,,,,61187358,61799673
70075,70196,1,,,,,,61170746,61805240
70075,70196,1,,,,,,61170746,61717726
70075,70196,1,,,,,,61170746,62088601
70075,70196,1,,,,,,61170746,61799673
70075,70196,1,,,,,,61338647,61805240
70075,70196,1,,,,,,61338647,61717726
70075,70196,1,,,,,,61338647,62088601
70075,70196,1,,,,,,61338647,61799673
70075,70196,1,,,,,,62706423,61805240
70075,70196,1,,,,,,62706423,61717726
70075,70196,1,,,,,,62706423,62088601
70075,70196,1,,,,,,62706423,61799673
70075,70197,1,,,,,,61319116,61804478
70075,70197,1,,,,,,61319116,61718074
70075,70197,1,,,,,,61319116,62088864
70075,70197,1,,,,,,61319116,61799936
70075,70197,1,,,,,,61187358,61804478
70075,70197,1,,,,,,61187358,61718074
70075,70197,1,,,,,,61187358,62088864
70075,70197,1,,,,,,61187358,61799936
70075,70197,1,,,,,,61170746,61804478
70075,70197,1,,,,,,61170746,61718074
70075,70197,1,,,,,,61170746,62088864
70075,70197,1,,,,,,61170746,61799936
70075,70197,1,,,,,,61338647,61804478
70075,70197,1,,,,,,61338647,61718074
70075,70197,1,,,,,,61338647,62088864
70075,70197,1,,,,,,61338647,61799936
70075,70197,1,,,,,,62706423,61804478
70075,70197,1,,,,,,62706423,61718074
70075,70197,1,,,,,,62706423,62088864
70075,70197,1,,,,,,62706423,61799936
70075,70198,1,,,,,,61319116,61804969
70075,70198,1,,,,,,61319116,61718107
70075,70198,1,,,,,,61319116,62089201
70075,70198,1,,,,,,61319116,61800273
70075,70198,1,,,,,,61187358,61804969
70075,70198,1,,,,,,61187358,61718107
70075,70198,1,,,,,,61187358,62089201
70075,70198,1,,,,,,61187358,61800273
70075,70198,1,,,,,,61170746,61804969
70075,70198,1,,,,,,61170746,61718107
70075,70198,1,,,,,,61170746,62089201
70075,70198,1,,,,,,61170746,61800273
70075,70198,1,,,,,,61338647,61804969
70075,70198,1,,,,,,61338647,61718107
70075,70198,1,,,,,,61338647,62089201
70075,70198,1,,,,,,61338647,61800273
70075,70198,1,,,,,,62706423,61804969
70075,70198,1,,,,,,62706423,61718107
70075,70198,1,,,,,,62706423,62089201
70075,70198,1,,,,,,62706423,61800273
70075,70200,1,,,,,,61319116,61805026
70075,70200,1,,,,,,61319116,61718156
70075,70200,1,,,,,,61319116,62089146
70075,70200,1,,,,,,61319116,61800218
70075,70200,1,,,,,,61187358,61805026
70075,70200,1,,,,,,61187358,61718156
70075,70200,1,,,,,,61187358,62089146
70075,70200,1,,,,,,61187358,61800218
70075,70200,1,,,,,,61170746,61805026
70075,70200,1,,,,,,61170746,61718156
70075,70200,1,,,,,,61170746,62089146
70075,70200,1,,,,,,61170746,61800218
70075,70200,1,,,,,,61338647,61805026
70075,70200,1,,,,,,61338647,61718156
70075,70200,1,,,,,,61338647,62089146
70075,70200,1,,,,,,61338647,61800218
70075,70200,1,,,,,,62706423,61805026
70075,70200,1,,,,,,62706423,61718156
70075,70200,1,,,,,,62706423,62089146
70075,70200,1,,,,,,62706423,61800218
70075,70200,1,,,,,,61319116,61804779
70075,70200,1,,,,,,61319116,61718361
70075,70200,1,,,,,,61319116,62089065
70075,70200,1,,,,,,61319116,61800137
70075,70200,1,,,,,,61187358,61804779
70075,70200,1,,,,,,61187358,61718361
70075,70200,1,,,,,,61187358,62089065
70075,70200,1,,,,,,61187358,61800137
70075,70200,1,,,,,,61170746,61804779
70075,70200,1,,,,,,61170746,61718361
70075,70200,1,,,,,,61170746,62089065
70075,70200,1,,,,,,61170746,61800137
70075,70200,1,,,,,,61338647,61804779
70075,70200,1,,,,,,61338647,61718361
70075,70200,1,,,,,,61338647,62089065
70075,70200,1,,,,,,61338647,61800137
70075,70200,1,,,,,,62706423,61804779
70075,70200,1,,,,,,62706423,61718361
70075,70200,1,,,,,,62706423,62089065
70075,70200,1,,,,,,62706423,61800137
70076,70075,1,,,,,,61319159,61319116
70076,70075,1,,,,,,61319159,61187358
70076,70075,1,,,,,,61319159,61170746
70076,70075,1,,,,,,61319159,61338647
70076,70075,1,,,,,,61187351,61319116
70076,70075,1,,,,,,61187351,61187358
70076,70075,1,,,,,,61187351,61170746
70076,70075,1,,,,,,61187351,61338647
70076,70075,1,,,,,,61170799,61319116
70076,70075,1,,,,,,61170799,61187358
70076,70075,1,,,,,,61170799,61170746
70076,70075,1,,,,,,61170799,61338647
70076,70075,1,,,,,,61338700,61319116
70076,70075,1,,,,,,61338700,61187358
70076,70075,1,,,,,,61338700,61170746
70076,70075,1,,,,,,61338700,61338647
70076,70196,1,,,,,,61319159,61805240
70076,70196,1,,,,,,61319159,61717726
70076,70196,1,,,,,,61319159,62088601
70076,70196,1,,,,,,61319159,61799673
70076,70196,1,,,,,,61187351,61805240
70076,70196,1,,,,,,61187351,61717726
70076,70196,1,,,,,,61187351,62088601
70076,70196,1,,,,,,61187351,61799673
70076,70196,1,,,,,,61170799,61805240
70076,70196,1,,,,,,61170799,61717726
70076,70196,1,,,,,,61170799,62088601
70076,70196,1,,,,,,61170799,61799673
70076,70196,1,,,,,,61338700,61805240
70076,70196,1,,,,,,61338700,61717726
70076,70196,1,,,,,,61338700,62088601
70076,70196,1,,,,,,61338700,61799673
70076,70197,1,,,,,,61319159,61804478
70076,70197,1,,,,,,61319159,61718074
70076,70197,1,,,,,,61319159,62088864
70076,70197,1,,,,,,61319159,61799936
70076,70197,1,,,,,,61187351,61804478
70076,70197,1,,,,,,61187351,61718074
70076,70197,1,,,,,,61187351,62088864
70076,70197,1,,,,,,61187351,61799936
70076,70197,1,,,,,,61170799,61804478
70076,70197,1,,,,,,61170799,61718074
70076,70197,1,,,,,,61170799,62088864
70076,70197,1,,,,,,61170799,61799936
70076,70197,1,,,,,,61338700,61804478
70076,70197,1,,,,,,61338700,61718074
70076,70197,1,,,,,,61338700,62088864
70076,70197,1,,,,,,61338700,61799936
70076,70198,1,,,,,,61319159,61804969
70076,70198,1,,,,,,61319159,61718107
70076,70198,1,,,,,,61319159,62089201
70076,70198,1,,,,,,61319159,61800273
70076,70198,1,,,,,,61187351,61804969
70076,70198,1,,,,,,61187351,61718107
70076,70198,1,,,,,,61187351,62089201
70076,70198,1,,,,,,61187351,61800273
70076,70198,1,,,,,,61170799,61804969
70076,70198,1,,,,,,61170799,61718107
70076,70198,1,,,,,,61170799,62089201
70076,70198,1,,,,,,61170799,61800273
70076,70198,1,,,,,,61338700,61804969
70076,70198,1,,,,,,61338700,61718107
70076,70198,1,,,,,,61338700,62089201
70076,70198,1,,,,,,61338700,61800273
70076,70200,1,,,,,,61319159,61805026
70076,70200,1,,,,,,61319159,61718156
70076,70200,1,,,,,,61319159,62089146
70076,70200,1,,,,,,61319159,61800218
70076,70200,1,,,,,,61187351,61805026
70076,70200,1,,,,,,61187351,61718156
70076,70200,1,,,,,,61187351,62089146
70076,70200,1,,,,,,61187351,61800218
70076,70200,1,,,,,,61170799,61805026
70076,70200,1,,,,,,61170799,61718156
70076,70200,1,,,,,,61170799,62089146
70076,70200,1,,,,,,61170799,61800218
70076,70200,1,,,,,,61338700,61805026
70076,70200,1,,,,,,61338700,61718156
70076,70200,1,,,,,,61338700,62089146
70076,70200,1,,,,,,61338700,61800218
70076,70200,1,,,,,,61319159,61804779
70076,70200,1,,,,,,61319159,61718361
70076,70200,1,,,,,,61319159,62089065
70076,70200,1,,,,,,61319159,61800137
70076,70200,1,,,,,,61187351,61804779
70076,70200,1,,,,,,61187351,61718361
70076,70200,1,,,,,,61187351,62089065
70076,70200,1,,,,,,61187351,61800137
